0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2987,79802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,81965
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912,80877
0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4887,77902
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,16253,65903
1,0,0,0,0,0,3,0,0,0,0,137,0,14,0,0,0,0,150,0,0,71,6,0,0,0,0,0,0,0,11570,42235,28466
0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,415,0,0,3117,947,0,4,0,0,0,0,0,39811,32547,1778
0,0,0,0,0,0,0,0,0,0,0,184,0,425,0,0,0,0,4250,0,0,9827,9226,0,1,0,0,1,0,1,38120,10301,21
0,0,0,0,0,0,0,0,0,0,0,938,0,1165,0,0,0,0,13082,0,0,22174,16276,0,28,0,0,0,0,48,15009,4441,10
0,0,0,0,0,0,1,0,0,0,0,76,0,393,0,0,0,0,7247,0,0,946,9072,0,424,16,0,1,0,295,23357,8397,80
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42300,16730,11186
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,33165,47922
