0,0,22246,0,2272,0,0,0,0,0,674,0,19073,0,32371,0,457,0,0,3,2212,0,52,0,0,0,877,0,0,0,0,0,0
0,0,15485,0,2183,0,0,0,0,0,118,0,36784,0,25320,0,604,0,0,0,2422,0,0,0,0,0,1033,3,0,0,0,0,0
0,0,2517,0,922,0,0,0,0,2,8,0,39448,0,13778,0,716,5,0,0,2014,0,0,0,0,0,2194,6,0,0,0,0,0
0,0,2394,0,5434,0,0,0,0,1,17,0,38362,0,12324,0,643,11,0,6,1250,0,0,0,0,0,1766,8,0,0,0,0,0
0,0,1838,0,7448,0,0,0,0,4,9,0,20486,0,12610,0,447,1,0,0,1568,0,0,0,0,0,1463,3,0,0,0,0,0
0,0,2568,0,2982,0,0,0,1,0,14,0,14488,0,16880,0,459,1,0,3,1818,0,11,0,0,0,2066,1,0,0,0,0,0
0,0,1495,0,2750,0,0,0,2,0,13,0,10937,0,16491,0,378,0,0,0,1066,0,8,0,0,0,2063,0,0,0,0,0,0
0,0,5132,0,8772,0,0,0,59,2,229,0,17960,0,22440,0,1632,0,0,15,2441,0,87,0,0,0,1802,2,0,0,0,0,0
0,0,9648,0,14113,0,0,1,251,4,194,0,21812,0,22509,0,2622,0,0,16,1471,0,17,0,0,0,1585,1,0,0,0,0,0
0,0,17677,0,11406,0,0,0,447,0,56,0,25198,0,31006,0,1419,0,0,25,1921,0,110,0,0,0,1189,0,0,0,0,0,0
0,0,28862,0,11813,0,0,6,321,1,86,0,19700,0,32813,0,819,0,0,6,1698,0,77,0,0,0,1177,0,0,0,0,0,0
0,0,22431,0,4280,0,0,0,0,0,112,0,31381,0,30533,0,627,0,0,7,2560,0,59,0,0,0,2406,0,0,0,0,0,0
